Date,Open,High,Low,Close,Volume
2021-12-13,26.118792,26.297176,25.72054,26.297176,3600.0
2021-12-14,26.027529,26.1022,25.363771,25.88648,28300.0
2021-12-15,25.911367,26.163595,25.529709,26.127089,34900.0
2021-12-16,27.744993,27.744993,25.604382,25.712242,12900.0
2021-12-17,24.749798,25.844994,24.22709,25.745432,26200.0
2021-12-20,25.172941,25.596085,25.172941,25.413551,20700.0
2021-12-21,25.546305,26.04412,25.546305,26.038313,16000.0
2021-12-22,25.919666,26.355255,25.919666,26.102198,31000.0
2021-12-23,26.45897,26.525345,26.418314,26.503773,11400.0
2021-12-27,26.359404,26.675518,26.34281,26.633202,17500.0
2021-12-28,26.558529,26.69958,26.558529,26.633202,31500.0
2021-12-29,26.483858,26.600016,26.468092,26.492155,23000.0
2021-12-30,26.492155,26.981674,26.492155,26.741062,28600.0
2021-12-31,26.72447,26.824036,26.409185,26.616611,20800.0
2022-01-03,26.259842,26.649797,26.234951,26.324558,39000.0
2022-01-04,26.317917,26.463116,25.338879,26.332853,34600.0
2022-01-05,25.994339,26.500454,25.446741,25.446741,49800.0
2022-01-06,25.488224,25.650015,25.36377,25.510626,19400.0
2022-01-07,26.135387,26.135387,25.264208,25.295736,9600.0
2022-01-10,24.890844,25.106565,24.63364,25.106565,24600.0
2022-01-11,24.99041,25.562897,24.99041,25.50316,32400.0
2022-01-12,25.737135,25.837528,25.604383,25.679056,35600.0
2022-01-13,25.927963,25.927963,25.313988,25.323944,10500.0
2022-01-14,24.990408,25.214424,24.807873,25.073376,30700.0
2022-01-18,24.592154,24.71246,24.509186,24.537394,32900.0
2022-01-19,24.368137,24.641937,24.318354,24.368137,76000.0
2022-01-20,24.451107,24.882547,24.198051,24.243683,28500.0
2022-01-21,24.077744,24.268572,23.70438,23.803944,34900.0
2022-01-24,22.775124,23.828835,22.775124,23.828835,68900.0
2022-01-25,23.654598,23.654598,23.123594,23.438877,37500.0
2022-01-26,23.513552,23.936695,23.264643,23.3808,35000.0
2022-01-27,23.389097,23.613113,23.073812,23.140188,27700.0
2022-01-28,23.1153,23.729273,22.941061,23.604818,30300.0
2022-01-31,23.62141,24.484293,23.62141,24.484293,18000.0
