Date,Open,High,Low,Close,Volume
2024-10-07,49.33127,49.33127,49.289906,49.289906,500.0
2024-10-08,47.747917,47.747917,47.616302,47.616302,110.0
2024-10-09,47.768402,47.817192,47.768402,47.770283,728.0
2024-10-10,47.836983,47.95821,47.836983,47.95821,201.0
2024-10-11,48.16147,48.16147,48.125546,48.125546,137.0
2024-10-14,48.19343,48.19343,48.19343,48.19343,50.0
2024-10-15,47.461033,47.461033,47.461033,47.461033,0.0
2024-10-16,47.69844,47.69844,47.64787,47.64787,127.0
2024-10-17,48.35157,48.35157,48.26122,48.26122,201.0
2024-10-18,48.47032,48.65033,48.47032,48.65033,107.0
2024-10-21,47.906254,47.909916,47.906254,47.909916,202.0
2024-10-22,48.25261,48.594715,48.25261,48.594715,600.0
2024-10-23,48.173443,48.311985,48.173145,48.173145,3904.0
2024-10-24,48.71772,48.71772,48.42084,48.60619,4360.0
2024-10-25,48.67418,48.67418,48.4632,48.4632,103.0
2024-10-28,49.242203,49.35106,49.182335,49.182335,316.0
2024-10-29,51.063057,51.063057,50.55233,50.55233,113.0
2024-10-30,50.548473,50.57816,50.31443,50.31443,1806.0
2024-10-31,50.21201,50.28128,50.053677,50.27267,1800.0
2024-11-01,50.9641,50.98389,50.768753,50.768753,2104.0
2024-11-04,51.251083,51.251183,50.873352,50.873352,208.0
2024-11-05,51.506298,51.506298,51.472157,51.472157,106.0
2024-11-06,51.03337,51.639893,50.98389,51.639893,33814.0
2024-11-07,51.547962,51.547962,51.51877,51.51877,110.0
2024-11-08,50.202114,50.221905,49.677628,49.74779,19030.0
2024-11-11,50.369156,50.400032,50.25377,50.25377,205.0
2024-11-12,50.053673,50.053673,49.994297,50.04714,201.0
2024-11-13,50.21201,50.655247,50.21201,50.655247,101.0
2024-11-14,50.75292,50.75292,50.75292,50.75292,101.0
2024-11-15,51.577644,51.81604,51.557854,51.81604,1900.0
2024-11-18,52.329742,52.329742,52.32895,52.32895,183.0
2024-11-19,51.66671,52.08303,51.66671,52.08303,220.0
2024-11-20,51.805252,52.18694,51.805252,52.18694,221.0
2024-11-21,52.260468,52.507866,52.260468,52.45433,2710.0
2024-11-22,52.20109,52.337753,52.20109,52.337753,700.0
2024-11-25,52.69589,52.755264,52.69589,52.75279,508.0
2024-11-26,52.566647,52.566647,52.566647,52.566647,10.0
2024-11-27,52.497772,52.497772,52.497772,52.497772,25.0
2024-11-29,52.606827,52.666203,52.57872,52.57872,200.0
2024-12-02,52.883415,52.883415,52.883415,52.883415,7.0
2024-12-03,53.54694,53.54694,53.306072,53.306072,2701.0
2024-12-04,53.517254,53.517254,53.152584,53.152584,1601.0
2024-12-05,53.600674,53.600674,53.600674,53.600674,0.0
2024-12-06,53.216415,53.216415,53.216415,53.216415,50.0
2024-12-09,53.833923,53.833923,53.559013,53.559013,100.0
2024-12-10,53.734962,53.734962,53.55832,53.55832,100.0
2024-12-11,54.111008,54.237972,54.111008,54.237972,201.0
2024-12-12,54.3683,54.378597,54.3683,54.378597,207.0
2024-12-13,54.829952,54.829952,54.829952,54.829952,2.0
2024-12-16,54.15,54.78,54.15,54.5149,9551.0
2024-12-17,54.3898,54.3898,54.3898,54.3898,1.0
2024-12-18,55.08,55.08,54.15,54.2284,4003.0
2024-12-19,54.79,54.9,54.74,54.8424,6700.0
2024-12-20,53.9,54.5918,53.9,54.5918,409.0
2024-12-23,54.72,55.2143,54.7,55.2143,2613.0
2024-12-24,54.06,55.9799,54.06,55.9799,6502.0
2024-12-26,56.185,56.185,56.185,56.185,1.0
2024-12-27,55.631,55.631,55.631,55.631,0.0
2024-12-30,56.16,56.16,56.0398,56.0398,101.0
2024-12-31,56.48,56.61,56.1,56.3593,71909.0
2025-01-02,56.11,56.26,55.82,55.8764,3402.0
2025-01-03,56.09,56.09,56.0696,56.0696,106.0
2025-01-06,56.11,56.11,55.8284,55.8284,107.0
2025-01-07,55.4,55.6493,55.4,55.6493,101.0
2025-01-08,56.646,56.7648,56.646,56.7648,502.0
