Date,Open,High,Low,Close,Volume
2022-02-18,42.093914,42.093914,42.093914,42.093914,100.0
2022-02-22,41.737984,41.737984,41.737984,41.737984,100.0
2022-02-23,41.469967,41.554516,41.138546,41.138546,400.0
2022-02-24,39.745216,40.159496,39.745216,40.159496,100.0
2022-02-25,40.561947,40.561947,40.561947,40.561947,100.0
2022-02-28,39.854282,39.854282,39.854282,39.854282,100.0
2022-03-01,39.61548,39.61548,39.522324,39.522324,200.0
2022-03-02,39.657814,39.750965,39.217453,39.259796,912000.0
2022-03-03,39.24286,39.251328,39.137005,39.137005,12400.0
2022-03-04,38.650074,38.650074,38.158905,38.158905,63200.0
2022-03-07,38.074203,38.114006,37.870964,37.870964,5300.0
2022-03-08,37.947197,38.36215,37.947197,38.24359,12900.0
2022-03-09,38.463757,38.607723,38.328262,38.35367,11000.0
2022-03-10,38.306263,38.4299,38.306263,38.425667,12000.0
2022-03-11,38.379086,38.40449,38.137733,38.156364,4800.0
2022-03-14,38.150436,38.18855,38.03527,38.06152,2500.0
2022-03-15,38.158894,38.23511,38.158894,38.228333,2900.0
2022-03-16,38.641617,38.87873,38.349453,38.77711,17100.0
2022-03-17,38.683956,39.31909,38.683956,39.17428,4500.0
2022-03-18,38.980343,39.31061,38.980343,39.081966,4100.0
2022-03-21,38.89565,38.89565,38.434116,38.434116,3800.0
2022-03-22,38.447678,38.531513,38.361298,38.361298,3900.0
2022-03-23,38.353672,38.46461,38.26052,38.328266,5700.0
2022-03-24,38.21818,38.50526,38.21818,38.484936,3700.0
2022-03-25,38.404495,38.607742,38.269,38.38756,13200.0
2022-03-28,38.641605,38.912598,38.641605,38.876183,5500.0
2022-03-29,39.124306,39.26827,39.115837,39.15818,14700.0
2022-03-30,39.00661,39.327564,39.00661,39.236107,4800.0
2022-03-31,39.185272,39.24286,39.185272,39.24286,1500.0
2022-04-01,39.19186,39.57864,39.19186,39.423077,1800.0
2022-04-04,39.45538,39.80815,39.45538,39.62114,13300.0
2022-04-05,39.25732,39.298122,39.017605,39.017605,3700.0
2022-04-06,38.83908,39.10685,38.643566,39.026093,10700.0
2022-04-07,38.83909,38.85609,38.706482,38.758335,3600.0
2022-04-08,38.55007,38.67758,38.473568,38.47867,2800.0
2022-04-11,38.111443,38.111443,38.013687,38.013687,1800.0
2022-04-12,38.236393,38.32055,38.099533,38.108036,3800.0
2022-04-13,38.290802,38.312054,38.201546,38.201546,2200.0
2022-04-14,38.108044,38.108044,37.79352,37.858974,2800.0
2022-04-18,37.85558,37.86578,37.776524,37.84538,2900.0
2022-04-19,37.67025,37.844513,37.6575,37.6626,7200.0
2022-04-20,37.921032,37.96353,37.76802,37.887028,6200.0
2022-04-21,37.73402,37.86153,37.58101,37.58951,4500.0
2022-04-22,37.216328,37.41099,37.155975,37.271584,3600.0
2022-04-25,37.33448,37.68301,37.33448,37.5878,1400.0
2022-04-26,37.50026,37.50026,37.296246,37.296246,4900.0
2022-04-27,37.229942,37.291996,37.18999,37.22824,18100.0
2022-04-28,37.10497,37.478992,37.10497,37.349785,3200.0
2022-04-29,36.943466,37.019123,36.611946,36.722454,6000.0
2022-05-02,36.66719,36.781948,36.412174,36.52183,2000.0
2022-05-03,36.587612,36.801174,36.579067,36.64399,5800.0
2022-05-04,36.45948,37.224037,36.45948,37.181324,2600.0
2022-05-05,36.833637,36.833637,36.626057,36.66535,2900.0
2022-05-06,36.468002,36.48509,36.203186,36.221127,3800.0
2022-05-09,36.220284,36.220284,35.73336,35.85637,26400.0
2022-05-10,36.245907,36.314247,35.955463,36.094704,8800.0
2022-05-11,36.245907,36.348415,36.134853,36.17415,7000.0
2022-05-12,36.203197,36.342438,36.075058,36.185257,8700.0
2022-05-13,36.160484,36.41676,36.092144,36.162193,8900.0
2022-05-16,36.345848,36.41675,36.002438,36.002438,7800.0
2022-05-17,36.263012,36.271553,36.04945,36.1195,26100.0
2022-05-18,35.94693,36.2032,35.81879,35.8709,9800.0
2022-05-19,36.083603,36.160484,35.97255,35.98451,5000.0
2022-05-20,36.220284,36.271538,36.06652,36.271538,12600.0
2022-05-23,36.361225,36.53037,36.309975,36.50218,15700.0
2022-05-24,36.510727,36.681576,36.442387,36.649117,12200.0
2022-05-25,36.912224,36.99765,36.69012,36.99765,6800.0
2022-05-26,36.98058,37.26248,36.98058,37.142887,9800.0
2022-05-27,37.612717,37.612717,37.185593,37.364986,12400.0
2022-05-31,37.13433,37.305176,36.920765,37.0583,11800.0
2022-06-01,37.28574,37.28574,36.93816,36.97249,7300.0
2022-06-02,36.989643,37.42734,36.878075,37.42734,10600.0
2022-06-03,37.06688,37.187035,36.99908,37.078037,11000.0
2022-06-06,37.006817,37.006817,36.64293,36.64293,11700.0
2022-06-07,36.732178,36.895245,36.672104,36.817142,17100.0
2022-06-08,36.672104,36.706432,36.46613,36.466988,11600.0
2022-06-09,36.277313,36.380302,36.14858,36.14858,18400.0
2022-06-10,35.748653,35.831043,35.501484,35.501484,8400.0
2022-06-13,34.835495,34.912735,34.269066,34.47075,13300.0
2022-06-14,34.964233,34.964233,34.41325,34.55228,12300.0
2022-06-15,35.0492,35.616486,34.65527,35.616486,11000.0
2022-06-16,34.569443,34.912735,34.569443,34.758255,10100.0
2022-06-17,35.01572,35.072365,34.825195,35.001133,9100.0
2022-06-21,34.912724,35.04575,34.86638,34.907574,7700.0
2022-06-22,35.024303,35.032883,34.886986,34.91273,6100.0
2022-06-23,35.14444,35.14444,35.007126,35.130707,9800.0
2022-06-24,35.29035,35.32468,35.101543,35.16505,10100.0
2022-06-27,35.024307,35.04147,34.714485,34.714485,4800.0
2022-06-28,34.6381,34.6381,34.36347,34.42955,8600.0
2022-06-29,34.37205,34.487915,34.354885,34.486195,4800.0
2022-06-30,34.427845,34.741096,34.427845,34.605495,16200.0
2022-07-01,35.16993,35.16993,35.02321,35.112965,3600.0
2022-07-05,34.79019,34.997322,34.7315,34.918785,5400.0
2022-07-06,34.81606,34.81606,34.638268,34.638268,4900.0
2022-07-07,34.73927,34.78156,34.669357,34.684032,4300.0
2022-07-08,34.495018,34.591686,34.37592,34.524364,5600.0
2022-07-11,34.462223,34.522636,34.19122,34.19122,7800.0
2022-07-12,34.0419,34.0652,33.90985,33.970264,341000.0
2022-07-13,33.512856,33.860672,33.4697,33.860672,14400.0
2022-07-14,33.409275,33.547367,33.30139,33.30139,18600.0
2022-07-15,33.43517,33.728615,33.43517,33.631084,19900.0
2022-07-18,33.82355,33.892597,33.668198,33.668198,12800.0
2022-07-19,33.77177,34.082474,33.77177,34.082474,10100.0
2022-07-20,34.227467,34.40008,34.211933,34.40008,8500.0
2022-07-21,34.470837,34.61238,34.470837,34.61238,8900.0
2022-07-22,34.879944,34.971428,34.833336,34.956753,11600.0
2022-07-25,34.893745,35.014576,34.893745,35.014576,8700.0
2022-07-26,34.841972,34.841972,34.68231,34.68231,7200.0
2022-07-27,34.781555,35.15699,34.764294,35.15699,3400.0
2022-07-28,35.446114,35.66102,35.428852,35.66102,2200.0
2022-07-29,35.808605,35.87765,35.808605,35.81292,1400.0
2022-08-01,35.799026,35.946632,35.799026,35.903217,2700.0
2022-08-02,35.693954,35.720005,35.496857,35.496857,3600.0
2022-08-03,35.60888,36.13071,35.60888,36.13071,2100.0
2022-08-04,36.241848,36.25053,36.137653,36.224483,2600.0
2022-08-05,35.911903,36.089897,35.911903,36.089897,1500.0
2022-08-08,36.497993,36.642128,36.476284,36.642128,3400.0
2022-08-09,36.215794,36.249657,36.11768,36.11768,1200.0
2022-08-10,36.702038,36.819252,36.702038,36.744583,1600.0
2022-08-11,37.127483,37.127483,36.606518,36.606518,3100.0
2022-08-12,36.6508,36.96251,36.6508,36.96251,2500.0
2022-08-15,36.780178,36.8097,36.693348,36.8097,2300.0
2022-08-16,36.39813,36.51969,36.311302,36.46846,2100.0
2022-08-17,35.99873,36.085556,35.87717,36.05517,2200.0
2022-08-18,35.974415,35.974415,35.859802,35.968338,1900.0
2022-08-19,35.660095,35.660095,35.417847,35.417847,6600.0
2022-08-22,35.10267,35.10267,35.035812,35.035812,1900.0
2022-08-23,35.66878,35.66965,35.564587,35.592373,3200.0
2022-08-24,35.660103,35.70786,35.575012,35.575012,2300.0
2022-08-25,35.75649,35.94317,35.75649,35.94317,2900.0
2022-08-26,35.88586,35.88586,35.44304,35.445644,2300.0
2022-08-29,35.22596,35.278057,35.218147,35.218147,4000.0
2022-08-30,35.252003,35.252003,35.11395,35.152153,3400.0
2022-08-31,35.008892,35.008892,34.84826,34.84826,2100.0
2022-09-01,34.68666,34.760033,34.546898,34.760033,3500.0
2022-09-02,35.097202,35.158348,34.843887,34.93124,3000.0
2022-09-06,34.660465,34.75655,34.57224,34.57224,3600.0
2022-09-07,34.686665,35.111187,34.686665,35.111187,2200.0
2022-09-08,35.01859,35.167084,35.009857,35.167084,3200.0
2022-09-09,35.367992,35.367992,35.324314,35.367115,2500.0
2022-09-12,35.595116,35.595116,35.400326,35.400326,2200.0
2022-09-13,34.915527,34.947845,34.80896,34.80896,2500.0
2022-09-14,34.77401,34.817684,34.77139,34.77139,2000.0
2022-09-15,34.896305,34.913773,34.77838,34.802837,3000.0
2022-09-16,34.511967,34.673565,34.511967,34.57224,3100.0
2022-09-19,34.511963,34.694527,34.511963,34.694527,3800.0
2022-09-20,34.380066,34.450817,34.3591,34.39841,5500.0
2022-09-21,34.49449,34.51196,34.33726,34.33726,2100.0
2022-09-22,34.110153,34.110153,33.987865,34.088318,4700.0
2022-09-23,33.712715,33.73455,33.550243,33.68651,7400.0
2022-09-26,33.289062,33.289062,32.75623,32.847073,8200.0
2022-09-27,32.86191,32.927425,32.33956,32.33956,6100.0
2022-09-28,32.581528,33.096893,32.581528,33.096893,4000.0
2022-09-29,32.599,32.662766,32.49418,32.662766,4000.0
2022-09-30,32.668888,32.720425,32.620846,32.64268,3800.0
2022-10-03,33.13179,33.32937,33.13179,33.152866,4700.0
2022-10-04,33.693798,33.79039,33.658672,33.749996,3500.0
2022-10-05,33.37767,33.37767,33.22839,33.31708,3400.0
2022-10-06,33.25122,33.338154,33.187992,33.187992,3200.0
2022-10-07,32.938595,32.938595,32.769997,32.769997,2600.0
2022-10-10,32.640034,32.64882,32.569786,32.622475,2200.0
2022-10-11,32.55223,32.675167,32.468807,32.50657,593100.0
2022-10-12,32.57857,32.60492,32.521496,32.526764,1800.0
2022-10-13,32.086823,32.49603,32.086823,32.358162,1900.0
2022-10-14,32.631275,33.061558,32.2528,32.587368,811600.0
2022-10-17,32.57857,32.90348,32.332695,32.332695,92600.0
2022-10-18,32.65321,32.669014,32.398552,32.669014,10100.0
2022-10-19,32.244892,32.30636,32.095608,32.135124,9300.0
2022-10-20,31.963877,32.227314,31.779467,31.823376,10700.0
2022-10-21,31.717999,32.18341,31.595062,32.153553,10700.0
2022-10-24,32.12195,32.18342,31.988472,32.12195,8600.0
2022-10-25,32.464405,32.75243,32.464405,32.75243,5200.0
2022-10-26,32.929832,33.158146,32.929832,32.995693,14700.0
2022-10-27,33.11423,33.227512,33.11423,33.15814,4200.0
2022-10-28,33.026417,33.190624,33.026417,33.167793,3200.0
2022-10-31,32.885918,32.885918,32.630383,32.69712,5300.0
2022-11-01,33.211533,33.392414,33.200943,33.392414,5800.0
2022-11-02,33.246815,33.458576,33.085346,33.085346,20700.0
2022-11-03,32.67506,33.06947,32.67506,32.938,16500.0
2022-11-04,33.45858,33.498287,33.23888,33.498287,6000.0
2022-11-07,33.42858,33.58211,33.403877,33.48152,7700.0
2022-11-08,33.582115,33.864464,33.573288,33.756817,6500.0
2022-11-09,33.555637,33.651817,33.308582,33.324467,4600.0
2022-11-10,34.305634,34.867687,34.305634,34.867687,4000.0
2022-11-11,34.773277,34.896805,34.711514,34.867687,4300.0
2022-11-14,34.72916,34.72916,34.585335,34.585335,4400.0
2022-11-15,34.9674,35.14122,34.61446,35.14122,14000.0
2022-11-16,35.12182,35.13064,35.046818,35.1227,3400.0
2022-11-17,34.790924,34.87034,34.720337,34.799747,7600.0
2022-11-18,34.90564,34.90564,34.801525,34.880936,3200.0
2022-11-21,35.01064,35.01152,34.90564,34.95417,5300.0
2022-11-22,35.04681,35.259453,35.04681,35.259453,7500.0
2022-11-23,35.457973,35.55856,35.41738,35.504734,6400.0
2022-11-25,35.52327,35.532093,35.513565,35.524155,2000.0
2022-11-28,35.620323,35.620323,35.409443,35.42621,3600.0
2022-11-29,35.67415,35.67415,35.571796,35.60709,3700.0
2022-11-30,35.56033,35.998856,35.54092,35.95121,3900.0
2022-12-01,36.288128,36.66227,36.101944,36.66227,20400.0
2022-12-02,36.29699,36.537254,36.164,36.537254,7100.0
2022-12-05,36.17285,36.35017,35.995533,35.995533,8900.0
2022-12-06,35.924618,35.933483,35.782764,35.87142,3200.0
2022-12-07,36.214523,36.41312,36.203884,36.41312,2200.0
2022-12-08,36.46898,36.46898,36.27482,36.33156,2700.0
2022-12-09,36.21719,36.30585,36.11878,36.11878,2900.0
2022-12-12,36.22605,36.22605,36.119663,36.13296,6000.0
2022-12-13,36.95572,36.95572,36.45657,36.528385,5000.0
2022-12-14,36.62058,36.62058,36.359035,36.50089,5900.0
2022-12-15,36.27215,36.367905,36.27215,36.34308,5100.0
2022-12-16,36.073566,36.146267,36.054947,36.116123,6800.0
2022-12-19,36.022144,36.076225,35.929054,35.93703,3500.0
2022-12-20,35.738426,35.78187,35.68523,35.743748,5400.0
2022-12-21,36.1436,36.24556,36.12853,36.24556,4800.0
2022-12-22,36.048725,36.07887,35.986664,36.07887,3500.0
2022-12-23,35.898026,35.898026,35.791634,35.812912,5100.0
2022-12-27,35.8022,35.8022,35.64623,35.64623,3600.0
2022-12-28,35.704163,35.704163,35.508083,35.508083,4800.0
2022-12-29,35.754086,35.775475,35.699715,35.7728,4100.0
2022-12-30,35.588303,35.623955,35.561565,35.561565,3000.0
2023-01-03,35.846775,35.851227,35.721996,35.762993,6500.0
2023-01-04,35.962646,36.13199,35.962646,36.114162,6200.0
2023-01-05,35.788834,35.860138,35.73536,35.860138,4900.0
2023-01-06,36.104343,36.449265,36.104343,36.449265,4000.0
2023-01-09,36.394905,36.488487,36.354797,36.39045,4700.0
