return,volatility,DSCF,LCF,XAUG,XSHD,BBRE,XDJA,ARKA,DDLS,PIT,BUFZ,JCPI,BLDG,FJUL,BSEP,FFLC,DRSK,JPIB,FCPI,SMI,DUBS,JULJ,VIXM,XEMD,EAOR,TDV,SMMD,ESGG,PSCQ,USMV,BBIN,MSTB,TUSI,GCLN,BBEM,GMOM,BITX,GOVZ,ABOT,ISPY,VSGX,BINV,QDEC,PNOV,BGLD,UVIX,BBSB,RMIF,LEAD,FYLD,BEMB,GCOW,DDWM,PTEU,PSMO,EVUS,ZALT,FDVL,PJAN,XJR,MBNE,RPHS,OMFS,BALT,HJAN,CBOE,MIG,VIXY,JULH,MBND,BOCT,MBCC,FJUN,DNOV,SPMV,GMAR,DFNL,VFQY,XSHQ,ARKC,NOCT,DJAN,EFV,PBTP,QTAP,HEFA,GFEB,HEEM,ARKG,QMAR,LKOR,BRLN,UAPR,ICOW,IVVM,TGLR,USMF,QVOY,XOCT,TOLL,DIHP,HCRB,PSMJ,PJUN,CNYA,XBJA,FJAN,JULZ,LOCT,MBBB,MRGR,IBHE,PSCW,ESGV,NEAR,DWCR,DJUN,FNOV,WEED,IDV,ARKQ,MARZ,RDVI,APRQ,OBND,ICVT,FPRO,FLOT,HEGD,PSH,ARKD,HYXU,APRD,PBUS,RODE,VMAX,GSST
0.010878964450282712,0.004973372443920907,GEMD,SHDG,SAUG,EAOM,IETC,ADME,BALI,SMAY,HYD,IBHJ,PSMD,FFOG,PSCX,NUDM,GAUG,XVOL,EGUS,BUFR,ISDB,UJUL,UJUN,FRDM,XTAP,SNPG,XMAR,NANC,IQM,ABLD,MAGA,BUFG,DFND,SVAL,MYLD,PAPR,IBHH,SVXY,BFEB,DISV,CEFS,YJUN,IGLD,GPOW,XBJL,OMFL,EALT,JUCY,SMB,FDCE,IBHI,REGL,JCPB,VAMO,BLKC,BUFQ,IGV,BUFF,GSEW,DAPR,KRUZ,APRJ,TBJL,QSIG,GVAL,SPYI,IQDG,FBCG,ARKY,REM,FLBL,TILT,GOVT,IGE,BUFB,DOGG,PEX,UJAN,AESR,VUSB,XUSP,TFJL,EMTL,UNOV,NUSC,JUNZ,EAOK,KOCT,FAPR,AJAN,JULD,MPRO,SMOT,JBBB,OSCV,BMAR,RULE,XJH,BBEU,BUFT,GSEE,WBAT,GOCT,ARKX,FUNL,ZECP,GOLY,SNPV,APRZ,PUTD,ARKZ,GSEP,GDE,GSID,QLC,NUEM,AAPY,STOT,TMAT,JULQ,ACIO,NURE,INDA,LQDI,ZVOL,EDEN,PSCJ,BBIB,RVRB,QSPT,XDQQ,EUDV,NOVZ,IEO,BUSA,XDJL,XDEC,LBO
